"id","name","screen_name","statuses_count","followers_count","friends_count","favourites_count","listed_count","created_at","url","lang","time_zone","location","default_profile","default_profile_image","geo_enabled","profile_image_url","profile_banner_url","profile_use_background_image","profile_background_image_url_https","profile_text_color","profile_image_url_https","profile_sidebar_border_color","profile_background_tile","profile_sidebar_fill_color","profile_background_image_url","profile_background_color","profile_link_color","utc_offset","is_translator","follow_request_sent","protected","verified","notifications","description","contributors_enabled","following","updated"
"599789901","Ahmed Mohamed","212Amhemd","0","4","228","0","0","Tue Jun 05 01:12:01 +0000 2012",,"ar",,,"1",,,"http://a0.twimg.com/profile_images/2354972230/vetton_ru_280__12__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2354972230/vetton_ru_280__12__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"10935572","clareanderson","clarebear4","557","171","1398","7","1","Fri Dec 07 13:57:04 +0000 2007",,"en","London",,,,,"http://a0.twimg.com/profile_images/3392556920/b1e1bfa75ec9da08ea7734166d0acc80_normal.jpeg","https://pbs.twimg.com/profile_banners/10935572/1366464154","1","https://si0.twimg.com/profile_background_images/117515795/x5f056d8ab627448fb4ffacf4cc0d77c.jpg","3D1957","https://si0.twimg.com/profile_images/3392556920/b1e1bfa75ec9da08ea7734166d0acc80_normal.jpeg","65B0DA",,"7AC3EE","http://a0.twimg.com/profile_background_images/117515795/x5f056d8ab627448fb4ffacf4cc0d77c.jpg","642D8B","FF0000","0",,,,,,,,,"2013-06-12 18:38:35"
"16119337","protektor","protektor","383","9","564","10","0","Wed Sep 03 20:42:11 +0000 2008",,"en","Greenland",,"1",,,"http://a0.twimg.com/profile_images/2358805280/vetton_ru_80__4__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2358805280/vetton_ru_80__4__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4","-10800",,,,,,,,,"2013-06-11 17:39:44"
"16753788","emsykes","emsykes","30","91","527","0","0","Wed Oct 15 03:31:07 +0000 2008",,"en",,,"1",,,"http://a0.twimg.com/profile_images/67247918/eddie01_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/67247918/eddie01_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"17640121","litium54","litium54","20","17","361","0","0","Wed Nov 26 02:48:55 +0000 2008",,"es","Buenos Aires",,,,"1","http://a0.twimg.com/profile_images/677654651/moto_0085_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/163049957/rainy_day_in_sunny_june_by_ssilence.jpg","3E4415","https://si0.twimg.com/profile_images/677654651/moto_0085_normal.jpg","829D5E","1","99CC33","http://a0.twimg.com/profile_background_images/163049957/rainy_day_in_sunny_june_by_ssilence.jpg","352726","D02B55","-10800",,,,,,,,,"2013-06-11 17:39:44"
"17656600","Dick Hillenbrand","rdhoosier","307","583","836","92","9","Wed Nov 26 18:59:35 +0000 2008","http://www.heroesandvillains-ent.com","en","Pacific Time (US & Canada)","Manhattan Beach, CA",,,,"http://a0.twimg.com/profile_images/1776284846/850edb14-65cd-441a-9659-1bc465e91ced_normal.png",NULL,"1","https://si0.twimg.com/profile_background_images/252361243/background_2.jpg","0A0000","https://si0.twimg.com/profile_images/1776284846/850edb14-65cd-441a-9659-1bc465e91ced_normal.png","BDDCAD","1","DDFFCC","http://a0.twimg.com/profile_background_images/252361243/background_2.jpg","9AE4E8","0084B4","-28800",,,,,,"Principal/Investor - Hillenbrand Capital Partners. Manager/Producer - Heroes & Villains Ent. Entrepreneur. Lover of charitable dreamers. LiveLoveInvestGive.",,,"2013-06-12 18:38:26"
"19230427","ruth woolnough","ruwo","96","13","466","1","0","Tue Jan 20 10:53:18 +0000 2009",,"en",,"Ewell","1",,,"http://a0.twimg.com/profile_images/2647511562/91297eb81436ef4e06af63d7d1fde559_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2647511562/91297eb81436ef4e06af63d7d1fde559_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"Live life to the full never regret the past but embrace the future !!",,,"2013-06-11 17:39:44"
"19951698","larry","gopher2000","215","63","901","13","0","Tue Feb 03 03:26:53 +0000 2009","http://t.co/5tJyTXnnvU","en",,,"1",,,"http://a0.twimg.com/profile_images/2357255987/vetton_ru_1428_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2357255987/vetton_ru_1428_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"20726266","BibianaOrdensVieira","BibianaOrdensVi","0","6","599","0","0","Thu Feb 12 22:24:36 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2357149646/2006-013_normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2357149646/2006-013_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"20731719","Chris Smith","chrissmithy76","441","18","1009","0","0","Thu Feb 12 23:32:13 +0000 2009",,"en","Hawaii",,,,,"http://a0.twimg.com/profile_images/2354538471/_WallpapersMania.nnm.ru__vol51-028_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme6/bg.gif","333333","https://si0.twimg.com/profile_images/2354538471/_WallpapersMania.nnm.ru__vol51-028_normal.jpg","86A4A6",,"A0C5C7","http://a0.twimg.com/images/themes/theme6/bg.gif","709397","FF3300","-36000",,,,,,,,,"2013-06-12 18:38:35"
"21196037","lisa ariff","lisa_ariff","78","130","484","0","3","Wed Feb 18 13:40:55 +0000 2009","http://www.facebook.com","en","Alaska","senawang, seremban ^^",,,"1","http://a0.twimg.com/profile_images/234098589/4401_82967300689_837370689_1732558_5883667_n_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/4798994/pInKy_hOLd.jpg","E91674","https://si0.twimg.com/profile_images/234098589/4401_82967300689_837370689_1732558_5883667_n_normal.jpg","CE48EF","1","080807","http://a0.twimg.com/profile_background_images/4798994/pInKy_hOLd.jpg","B521A0","531877","-32400",,,,,,,,,"2013-06-12 18:38:35"
"21365952","shaw","mugenvic","0","9","595","0","0","Fri Feb 20 02:26:24 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2354484266/_WallpapersMania.nnm.ru__vol76-004_normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2354484266/_WallpapersMania.nnm.ru__vol76-004_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"21375100","Sean Bolduc","seve_b","221","271","1199","7","5","Fri Feb 20 04:51:31 +0000 2009",,"en","Quito","Indy",,,"1","http://a0.twimg.com/profile_images/573522650/seveb_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/55656840/ahamericanflag72_br.jpg","333333","https://si0.twimg.com/profile_images/573522650/seveb_normal.jpg","EEEEEE","1","EFEFEF","http://a0.twimg.com/profile_background_images/55656840/ahamericanflag72_br.jpg","131516","009999","-18000",,,,,,"236 years...Well, we had a good run.",,,"2013-06-11 17:39:44"
"21706899","Bob Dickson","BobD32","1","5","549","0","0","Mon Feb 23 23:25:12 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2357337999/vetton_ru_14__16__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2357337999/vetton_ru_14__16__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"21972434","Jerry Allen Moore","JaMMaNIII","0","19","1031","0","0","Thu Feb 26 04:53:01 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2357376351/vetton_ru_864__4__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2357376351/vetton_ru_864__4__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"25836383","Jeanne Prom","jeanneprom","647","547","1286","6","9","Sun Mar 22 16:10:49 +0000 2009","http://t.co/5XqgCKvi","en","Eastern Time (US & Canada)","Connecticut",,,,"http://a0.twimg.com/profile_images/1892259136/JeanneRed1_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme19/bg.gif","333333","https://si0.twimg.com/profile_images/1892259136/JeanneRed1_normal.JPG","FFF8AD",,"F6FFD1","http://a0.twimg.com/images/themes/theme19/bg.gif","FFF04D","0099CC","-18000",,,,,,"Spirited Artist, Passionate Life Empowerment Coach, Intuitive Tarot Reader, Spiritual Educator,/ Counselor, Painter and Jewelry Designer with Bead/Components",,,"2013-06-12 18:38:35"
"26778002","M","buryourself","1513","492","2004","2","0","Thu Mar 26 15:50:25 +0000 2009","http://www.ReverbNation.com/Minotti","en","Quito","FL",,,,"http://a0.twimg.com/profile_images/3424143242/4bb9abb6b894bb10ec0f2dc983eac1e3_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","878787","https://si0.twimg.com/profile_images/3424143242/4bb9abb6b894bb10ec0f2dc983eac1e3_normal.jpeg","181A1E",,"252429","http://a0.twimg.com/images/themes/theme1/bg.png","1A1F1A","265969","-18000",,,,,,"Artist,Songwriter,Producer buryourself@gmail.com #KamikazeLife www.reverbnation.com/Minotti contact 386.878.9511",,,"2013-06-12 18:38:35"
"27662686","erica hartenstein ","gooseboo","54","28","577","3","0","Mon Mar 30 15:44:58 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/1417224467/image_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1417224467/image_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"28222509","Corby Clark","Corbdizzle","0","3","475","0","0","Wed Apr 01 23:12:44 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2354638617/vetton_ru_473__7__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2354638617/vetton_ru_473__7__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"28265406","Jerri Lynn Rudesil","Jrude1","0","10","559","0","0","Thu Apr 02 02:49:56 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2355970851/vetton_ru_518__5__normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme1/bg.png","333333","https://twimg0-a.akamaihd.net/profile_images/2355970851/vetton_ru_518__5__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"28843786","Liam Perrell","liamperrell","7","45","568","0","0","Sat Apr 04 18:31:17 +0000 2009",,"en",,"New Zealand","1",,,"http://a0.twimg.com/profile_images/2799359714/e2832b1e2ea4b92ca795677358aacac7_normal.jpeg","https://si0.twimg.com/profile_banners/28843786/1351907948","1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2799359714/e2832b1e2ea4b92ca795677358aacac7_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-11 17:39:44"
"29940598","fashion","wilkison_fs","62","8","385","0","0","Thu Apr 09 07:11:35 +0000 2009","http://cargocollective.com/wilkison","zh-cn","Beijing","Beijing",,,,"http://a0.twimg.com/profile_images/489618418/1253688398088_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme14/bg.gif","333333","https://si0.twimg.com/profile_images/489618418/1253688398088_normal.jpg","EEEEEE","1","EFEFEF","http://a0.twimg.com/images/themes/theme14/bg.gif","131516","009999","28800",,,,,,"so me",,,"2013-06-12 18:38:35"
"30428221","Claire Hodgson","rebells86","575","76","847","14","1","Sat Apr 11 10:00:34 +0000 2009",,"en",,,"1",,"1","http://a0.twimg.com/profile_images/3455100243/0488fec5d466f4f86b1b8eba7438145c_normal.jpeg","https://pbs.twimg.com/profile_banners/30428221/1364712271","1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3455100243/0488fec5d466f4f86b1b8eba7438145c_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"30993019","K K","ghostinthesystm","0","3","557","0","0","Mon Apr 13 23:34:54 +0000 2009",,"en","Central Time (US & Canada)","Wisconsin",,,,"http://a0.twimg.com/profile_images/136574853/gangsta_kitty_normal.jpg",NULL,"1","https://twimg0-a.akamaihd.net/images/themes/theme9/bg.gif","666666","https://twimg0-a.akamaihd.net/profile_images/136574853/gangsta_kitty_normal.jpg","181A1E",,"252429","http://a0.twimg.com/images/themes/theme9/bg.gif","1A1B1F","2FC2EF","-21600",,,,,,,,,"2013-06-12 18:38:26"
"31776715","Halldor Bjarnason","doribj","5","9","556","1","0","Thu Apr 16 13:16:47 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/1308089550/IMG_3772_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1308089550/IMG_3772_normal.JPG","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"32179000","George Pastor","sweetjebus","12","58","483","0","0","Thu Apr 16 22:20:49 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/141383601/CIMG6408_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/141383601/CIMG6408_normal.JPG","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"33438880","christine hechanova","chinkysweb","7","17","459","0","0","Mon Apr 20 05:38:07 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/195597980/atsamal2.21.09_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/195597980/atsamal2.21.09_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"33869550","Pieter Engelbrecht","Phatpete","2","16","344","3","1","Tue Apr 21 10:42:17 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/3524458929/7640b106c34018cb6c3a51b44d96403c_normal.jpeg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/3524458929/7640b106c34018cb6c3a51b44d96403c_normal.jpeg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:26"
"34461690","Joe N Woods Jr","jwmas89","1","14","582","0","0","Thu Apr 23 00:30:51 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2348683878/_WallpapersMania.nnm.ru__vol116-032_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2348683878/_WallpapersMania.nnm.ru__vol116-032_normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"34589722","brendon naus","blondie24765","1","11","589","0","0","Thu Apr 23 11:38:30 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2357259375/vetton_ru_297__4__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2357259375/vetton_ru_297__4__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"34762630","jon rankin","bonezefc","29","66","798","0","0","Thu Apr 23 23:02:23 +0000 2009",,"en",,"liverpool england uk",,,,"http://a0.twimg.com/profile_images/180698923/IMG_0248_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme9/bg.gif","666666","https://si0.twimg.com/profile_images/180698923/IMG_0248_normal.JPG","181A1E",,"252429","http://a0.twimg.com/images/themes/theme9/bg.gif","1A1B1F","2FC2EF",,,,,,,"am 21 years old am single young am a laid back person if u dont like me you know wot u can do",,,"2013-06-12 18:38:35"
"35008954","Octavian G.","octaviangv","349","5","538","12","0","Fri Apr 24 19:10:05 +0000 2009",,"en",,,"1",,,"http://a0.twimg.com/profile_images/2358754618/vetton_ru_180__8__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/2358754618/vetton_ru_180__8__normal.jpg","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,,,,"2013-06-12 18:38:35"
"35959749","ilana levine","ilanalevine","116","112","618","2","0","Tue Apr 28 02:35:07 +0000 2009","http://www.ilanalevine.com","en","Quito","brooklyn,new york",,,,"http://a0.twimg.com/profile_images/876948381/DSCF9864_normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme5/bg.gif","3E4415","https://si0.twimg.com/profile_images/876948381/DSCF9864_normal.jpg","829D5E",,"99CC33","http://a0.twimg.com/images/themes/theme5/bg.gif","352726","D02B55","-18000",,,,,,"actress,producer,",,,"2013-06-12 18:38:26"
"36299291","Chase Adams","Bootypatrol","1470","67","711","4","0","Wed Apr 29 05:49:36 +0000 2009",,"en",,"CHICAGO",,,,"http://a0.twimg.com/profile_images/1348101969/Photo_590_normal.jpg",NULL,"1","https://si0.twimg.com/profile_background_images/64062363/887_the_great_sphinx_and_the_egyptian_pyramids.jpg","333333","https://si0.twimg.com/profile_images/1348101969/Photo_590_normal.jpg","BDDCAD","1","DDFFCC","http://a0.twimg.com/profile_background_images/64062363/887_the_great_sphinx_and_the_egyptian_pyramids.jpg","9AE4E8","0084B4",,,,,,,"I'm in love with your brother, what's his name?",,,"2013-06-12 18:38:35"
"36943266","Jace Wong","Jace_t87","58","12","681","4","0","Fri May 01 13:36:16 +0000 2009","http://www.facebook.com/yeetheng87","en","Kuala Lumpur","Malaysia",,,,"http://a0.twimg.com/profile_images/1665211317/002__smaller__normal.jpg",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","3D1957","https://si0.twimg.com/profile_images/1665211317/002__smaller__normal.jpg","AF65DA","1","FE99FF","http://a0.twimg.com/images/themes/theme1/bg.png","642D8B","7F00FF","28800",,,,,,"Music Lover! Singing is my thing, love dancing~ Always trying to make my wildest dreams come true~",,,"2013-06-11 17:39:44"
"37384589","SAK Nair","bsknair1967","656","57","693","597","0","Sun May 03 07:35:13 +0000 2009",,"en",,"Kuwait","1",,,"http://a0.twimg.com/profile_images/1642325536/DSC00609_normal.JPG",NULL,"1","https://si0.twimg.com/images/themes/theme1/bg.png","333333","https://si0.twimg.com/profile_images/1642325536/DSC00609_normal.JPG","C0DEED",,"DDEEF6","http://a0.twimg.com/images/themes/theme1/bg.png","C0DEED","0084B4",,,,,,,"in Kuwait with my buetiful family.",,,"2013-06-11 17:39:44"
"38021637","Dorian Gaspard","dams54","1","11","604","0","0","Tue May 05 21:12:34 +0000 2009",,"en",,,,,,"http://a0.twimg.com/profile_images/199145047/moi_en_obama_normal.png",NULL,"1","https://si0.twimg.com/images/themes/theme4/bg.gif","3C3940","https://si0.twimg.com/profile_images/199145047/moi_en_obama_normal.png","5ED4DC",,"95E8EC","http://a0.twimg.com/images/themes/theme4/bg.gif","0099B9","0099B9",,,,,,,,,,"2013-06-12 18:38:26"
